X,Y,ObjectID,ID,Case_Number,Address,Occurred_Date,Occurred_Month,Occurred_Year,Crime_Type,Multiple_Shooting,Gender,Race,Ethnicity,Victim_Age,Victim_Age_Band
-77.593428200999938,43.16184336200007,2002,d0967da2b654245b66d43e360b66f854,06-241039,"169 N UNION ST, ROCHESTER, NY, 14605",2006-08-09T22:00:00.000Z,8,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.609454719999974,43.165472624000074,2003,eedf9b14235ae4c2c2b5ba005354a995,06-240393,"416 N CLINTON AVE, ROCHESTER, NY, 14605",2006-08-08T22:00:00.000Z,8,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.61391232699998,43.175496690000045,2004,39152ddb41b48b7afc3a3392688a2d6a,06-233830,"21 RADIO ST, ROCHESTER, NY, 14621",2006-08-03T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,21,15-24
-77.640725944999986,43.16947108100004,2005,b47a847a7d4e49e85c6aa75737b20a81,06-234383,"19 AAB ST, ROCHESTER, NY, 14606",2006-08-03T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,16,15-24
-77.57616745699994,43.174129607000054,2006,ea9cb6a2a08f7be8c9deb63b0c257e66,06-233355,"153 WINTERROTH ST, ROCHESTER, NY, 14609",2006-08-03T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.605499059999943,43.178231805000053,2007,21b17733f76e9ee72a9c58de20ca2963,06-233293,"181 WILKINS ST, ROCHESTER, NY, 14621",2006-08-02T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.587444012999981,43.186781309000025,2008,45df3813b00bf42b370ddf811ef67754,06-232176,"172 MITCHELL ST, ROCHESTER, NY, 14621",2006-08-02T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.629108732999953,43.158422444000053,2009,5e0589f5738cdb073424bc5f3d8a3528,06-232114,"100 ORANGE ST, ROCHESTER, NY, 14611",2006-08-01T22:00:00.000Z,7,2006,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,23,15-24
-77.598198842999977,43.172982460000071,2010,aa850778a8fb1319ee536e3642ada7cb,06-229384,"21 REED PARK, ROCHESTER, NY, 14605",2006-07-30T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.587887670999976,43.180526228000076,2011,0653d25f0f4d4ee7c54ec3eee276db5f,06-227365,"801 PORTLAND AVE, ROCHESTER, NY, 14621",2006-07-29T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,16,15-24
-77.647103831999971,43.164714195000045,2012,be891e4d613859e578f7479f511702d6,06-228098,"568 LYELL AVE, ROCHESTER, NY, 14606",2006-07-29T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,41,25-44
-77.64179603599996,43.142428734000077,2013,6986afca5fab3dcda2f7438bb0c26551,06-226224,"310 ARNETT BLVD, ROCHESTER, NY, 14619",2006-07-28T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,14,5-14
-77.644915438999988,43.145121003000042,2014,9afbaeefe5939d15ddfef5c53c1dbc6d,06-226570,"113 NORMANDY AVE, ROCHESTER, NY, 14619",2006-07-28T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.628829075999988,43.134942179000063,2015,65da86f4a17909efcee431558ac8d7f1,06-225588,"1172 S PLYMOUTH AVE, ROCHESTER, NY, 14611",2006-07-27T22:00:00.000Z,7,2006,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,0,0-4
-77.636061052999935,43.15155376000007,2016,668d97631af4ebf0f49c8f1ad27dc753,06-225605,"12 KENSINGTON ST, ROCHESTER, NY, 14611",2006-07-27T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.624047479999945,43.173973093000029,2017,49be4dd01ea312162de6a310cfd4fed1,06-224504,"2 CLIFFORD AVE, ROCHESTER, NY, 14621",2006-07-26T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.650903363999987,43.144140847000074,2018,7ba4cd76db8066aa1e412b72b2ede966,06-223493,"54 THURSTON RD, ROCHESTER, NY, 14619",2006-07-26T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.635781852999969,43.161715152000056,2019,b6a6615bacb2d84bbacc3c3b37ce1778,06-223832,"53 LIME ST, ROCHESTER, NY, 14606",2006-07-26T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,33,25-44
-77.628364747999967,43.17294541900003,2020,d9cf819eefffa4747c4b314e8f596c1b,06-223679,"440 LAKE AVE, ROCHESTER, NY, 14613",2006-07-26T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.63195312199997,43.172847748000038,2021,c3068cc983c72a1ca032adb6f68f254f,06-220081,"40 BACKUS ST, ROCHESTER, NY, 14613",2006-07-23T22:00:00.000Z,7,2006,SHOOTING,NO,FEMALE,WHITE,NON HISPANIC,25,25-44
-77.601348189999953,43.178347120000069,2022,78d5f16f2e6597bc5dca74050776bb1e,06-215805,"329 WILKINS ST, ROCHESTER, NY, 14621",2006-07-20T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,15,15-24
-77.648461795999935,43.173692432000053,2023,024d5bf9b05c73f2cb6ae70f9625ea83,06-212685,"681 EMERSON ST, ROCHESTER, NY, 14606",2006-07-18T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,WHITE,NON HISPANIC,32,25-44
-77.648461795999935,43.173692432000053,2024,0bd093f72ba675fc57da86f415918580,06-212748,"681 EMERSON ST, ROCHESTER, NY, 14606",2006-07-18T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,WHITE,NON HISPANIC,40,25-44
-77.648461795999935,43.173692432000053,2025,b66d37c851a88cd6f76d263648a078ab,06-212740,"681 EMERSON ST, ROCHESTER, NY, 14606",2006-07-18T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,WHITE,NON HISPANIC,21,15-24
-77.605659044999982,43.173672603000057,2026,38c7cd17f2093831f50b602c20b4b82a,06-208710,"3 HIXSON ST, ROCHESTER, NY, 14605",2006-07-15T22:00:00.000Z,7,2006,HOMICIDE,YES,FEMALE,BLACK,NON HISPANIC,21,15-24
-77.605659044999982,43.173672603000057,2027,3d1ed5bde5c51736b1b5977c56d92b18,06-208711,"3 HIXSON ST, ROCHESTER, NY, 14605",2006-07-15T22:00:00.000Z,7,2006,HOMICIDE,YES,MALE,BLACK,NON HISPANIC,29,25-44
-77.605659044999982,43.173672603000057,2028,610b48f32f393c883b88c6e5ad6d33a6,06-208766,"3 HIXSON ST, ROCHESTER, NY, 14605",2006-07-15T22:00:00.000Z,7,2006,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,25,25-44
-77.629126655999983,43.144635493000067,2029,595b620624b9bbc7c2b37fb6e7b68847,06-207680,"515 JEFFERSON AVE, ROCHESTER, NY, 14611",2006-07-14T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,40,25-44
-77.608971457999985,43.17848663400008,2030,7963e72b78f613b01c1f9bc66b4c0afb,06-208684,"60 WILKINS ST, ROCHESTER, NY, 14621",2006-07-14T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,26,25-44
-77.608971457999985,43.17848663400008,2031,e570179fa6c6cb26c81f359c6d84ff80,06-208735,"60 WILKINS ST, ROCHESTER, NY, 14621",2006-07-14T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,16,15-24
-77.627944658999979,43.181039027000054,2032,eb8ee33e45c2ecd9bd0e7b85f4dccdba,06-208618,"3 DRIVING PARK AVE, ROCHESTER, NY, 14613",2006-07-14T22:00:00.000Z,7,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.582193875999963,43.164255550000064,2033,eb74ae01fde4171ad21f29b6cb172972,06-206481,"566 N GOODMAN ST, ROCHESTER, NY, 14609",2006-07-13T22:00:00.000Z,7,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.638976601999957,43.151571763000049,2034,f2ceb276256955da9217dc565bd6a2e9,06-204423,"47 DANFORTH ST, ROCHESTER, NY, 14611",2006-07-11T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,21,15-24
-77.638976601999957,43.151571763000049,2035,fc98013a3d12a4ea4529268eb7a2186f,06-204407,"47 DANFORTH ST, ROCHESTER, NY, 14611",2006-07-11T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,21,15-24
-77.656604631999983,43.164852581000048,2036,0e9afb423f7a101787d308299bf4712b,06-203194,"1192 LYELL AVE, ROCHESTER, NY, 14606",2006-07-10T22:00:00.000Z,7,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,38,25-44
-77.639217962999965,43.191139584000041,2037,5d9399bdfd6889d0d936ae353a30585d,06-202929,"1343 DEWEY AVE, ROCHESTER, NY, 14613",2006-07-10T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,42,25-44
-77.621262634999937,43.150167608000061,2038,57e8619e8960957348454d68d9a20b1f,06-202677,"150 VAN AUKER ST, ROCHESTER, NY, 14608",2006-07-09T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,50,45-OLDER
-77.576315110999985,43.186042433000068,2039,73d4c120858e870b0f5632db94011b4c,06-202703,"1683 N GOODMAN ST, ROCHESTER, NY, 14609",2006-07-09T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,21,15-24
-77.650594002999981,43.131592264000062,2040,aaff9c112eb69542e62109c70ad137af,06-201686,"670 THURSTON RD, ROCHESTER, NY, 14619",2006-07-09T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,35,25-44
-77.643765193999968,43.158852,2041,374f6b27f6ea985f960037b7e0d9163a,06-201396,"428 AMES ST, ROCHESTER, NY, 14611",2006-07-08T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,38,25-44
-77.601563948999967,43.155790816000035,2042,6a1cfc914227c24494895145136653f7,06-200522,"15 LAWN ST, ROCHESTER, NY, 14607",2006-07-08T22:00:00.000Z,7,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.585608482999987,43.191546204000076,2043,9509b36c0beeb6e2ae62f2820c8af895,06-200537,"1425 PORTLAND AVE, ROCHESTER, NY, 14621",2006-07-08T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.638213487999963,43.167100692000076,2044,3faf091585dad8e2fe20ca1b966bd377,06-199321,"3 ELSDON ST, ROCHESTER, NY, 14606",2006-07-07T22:00:00.000Z,7,2006,HOMICIDE,NO,MALE,WHITE,NON HISPANIC,31,25-44
-77.581673936999948,43.170447520000039,2045,7c9c58f8d82714d0c6f828ae93aff9a3,06-200074,"149 SEVENTH ST, ROCHESTER, NY, 14605",2006-07-07T22:00:00.000Z,7,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,32,25-44
-77.645424920999972,43.146624536000047,2046,4a2a5d8a50d16fa120cbf2a025dd97e6,06-197640,"20 WOODBINE AVE, ROCHESTER, NY, 14619",2006-07-05T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,16,15-24
-77.607646252999984,43.178949835000026,2047,9c483f3c283f0fb8ea12b307afa2e7d1,06-196857,"780 JOSEPH AVE, ROCHESTER, NY, 14621",2006-07-05T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,42,25-44
-77.645424920999972,43.146624536000047,2048,ad07ad4e5f76a9fffd76c3991b96ba77,06-197651,"20 WOODBINE AVE, ROCHESTER, NY, 14619",2006-07-05T22:00:00.000Z,7,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,17,15-24
-77.639206761999958,43.181619914000066,2049,b1e5dea4961d2160263503793cfbcb3c,06-198065,"881 DEWEY AVE, ROCHESTER, NY, 14613",2006-07-05T22:00:00.000Z,7,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.571490751999988,43.16790879000007,2050,279d6a810e17cbb6b3f7fc845d129f95,06-195577,"119 ROSEWOOD TER, ROCHESTER, NY, 14609",2006-07-04T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.582341541999938,43.172303655000064,2051,0a84b44a3b0f65231ec9dcbef7ff0e4d,06-195108,"279 SIXTH ST, ROCHESTER, NY, 14605",2006-07-03T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.633931317999952,43.169098887000075,2052,46b9224b176dac92d1fcf8cffbfcf060,06-194159,"238 PARKWAY, ROCHESTER, NY, 14613",2006-07-02T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.642437012999949,43.161802383000065,2053,6c7aef2dc98f0140f96e96f91af3d771,06-192437,"115 MURRAY ST, ROCHESTER, NY, 14606",2006-07-01T22:00:00.000Z,6,2006,HOMICIDE,NO,MALE,BLACK,HISPANIC,33,25-44
-77.607137406999982,43.172912826000072,2054,3cba5f7087e6ff85b0253a56d028c777,06-191668,"488 JOSEPH AVE, ROCHESTER, NY, 14605",2006-06-30T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,WHITE,NON HISPANIC,50,45-OLDER
-77.582193875999963,43.164255550000064,2055,4ad8843017c51512b2986a4cbaeae5ca,06-191760,"566 N GOODMAN ST, ROCHESTER, NY, 14609",2006-06-30T22:00:00.000Z,6,2006,SHOOTING,NO,FEMALE,WHITE,HISPANIC,20,15-24
-77.569389276999971,43.166025934000061,2056,f2d9c43f5cf8496c0462a18c8fd217af,06-191243,"348 PARSELLS AVE, ROCHESTER, NY, 14609",2006-06-30T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,39,25-44
-77.595482272999959,43.139490649000038,2057,0a055bb645e480c1e426ce7357b752aa,06-190594,"970 S CLINTON AVE, ROCHESTER, NY, 14620",2006-06-29T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,30,25-44
-77.627241934999972,43.153752406000081,2058,7ea554f8000137a2f6c43c0014155eb5,06-189591,"7 S MADISON PARK, ROCHESTER, NY, 14608",2006-06-29T22:00:00.000Z,6,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.610848494999971,43.164862219000042,2059,5c103c2dba17e873dff61c89059ebec8,06-188143,"68 WARD ST, ROCHESTER, NY, 14605",2006-06-28T22:00:00.000Z,6,2006,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,19,15-24
-77.63314328499996,43.134843567000075,2060,40d24717eee068d4268b912102cb26da,06-188006,"21 SAWYER ST, ROCHESTER, NY, 14611",2006-06-27T22:00:00.000Z,6,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,16,15-24
-77.63314328499996,43.134843567000075,2061,a0b4ac708ea3a74f719417bff7567102,06-187967,"21 SAWYER ST, ROCHESTER, NY, 14611",2006-06-27T22:00:00.000Z,6,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,15,15-24
-77.638663641999983,43.15489498900007,2062,e39dd15bdcde5a59d1d93848fb2fc814,06-187062,"150 CHILD ST, ROCHESTER, NY, 14611",2006-06-27T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,40,25-44
-77.628721447999965,43.145706999000026,2063,1f2fcf75b32fe98afddca9a3e16787b5,06-180257,"135 CADY ST, ROCHESTER, NY, 14608",2006-06-22T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.632256523999956,43.174536468000042,2064,595d4ed3c139fe1f68ea7f842cbdf680,06-179053,"14 LOCUST ST, ROCHESTER, NY, 14613",2006-06-21T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,22,15-24
-77.633799807999935,43.168940078000048,2065,b31eb88d8c7c3e093ca9baf564378254,06-179030,"228 PARKWAY, ROCHESTER, NY, 14613",2006-06-21T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.635809466999945,43.135823075000076,2066,07e787e847903b013b2270bbccf8f7ad,06-174555,"726 GENESEE ST, ROCHESTER, NY, 14611",2006-06-17T22:00:00.000Z,6,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,21,15-24
-77.635809466999945,43.135823075000076,2067,5c827c719257e6d3b8a6d969dbd559b7,06-174565,"726 GENESEE ST, ROCHESTER, NY, 14611",2006-06-17T22:00:00.000Z,6,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,22,15-24
-77.662913636999974,43.161716864000027,2068,a232914f773eefe1873ed96ef9df8cf5,06-171558,"80 DODGE ST, ROCHESTER, NY, 14606",2006-06-15T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.625665280999954,43.164354916000036,2069,c6724245dac1f43739af6942b4721c05,06-171038,"662 N PLYMOUTH AVE, ROCHESTER, NY, 14608",2006-06-14T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,21,15-24
-77.656839629999979,43.14559674700007,2070,37aa13e1e30df53f1c7bc5fe5b3142ef,06-170147,"29 WILBUR ST, ROCHESTER, NY, 14611",2006-06-13T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.643448343999978,43.162667056000032,2071,bf60a5dc9d32cda54fd19221e296aee6,06-179483,"161 MURRAY ST, ROCHESTER, NY, 14606",2006-06-13T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.588081147999958,43.181781066000042,2072,292340e6af5a08aedc54d00e3a51fe58,06-163798,"392 ROYCROFT DR, ROCHESTER, NY, 14621",2006-06-08T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.622178849999955,43.178736579000031,2073,6b0ba7d078ba41affec53188898e733f,06-163631,"152 AVENUE B, ROCHESTER, NY, 14621",2006-06-08T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.609911824999983,43.175797604000024,2074,b18dd1e233ef326d3a8b8e0b4038579c,06-163153,"5 JONGE ST, ROCHESTER, NY, 14621",2006-06-08T22:00:00.000Z,6,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.56593329399999,43.166594563000046,2075,3eddaf9f03b48a228a37ca9c945d2df2,06-162140,"417 MELVILLE ST, ROCHESTER, NY, 14609",2006-06-07T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.599721798999951,43.173706320000065,2076,73abd24febfa820320f525f6e09e377c,06-162808,"519 HUDSON AVE, ROCHESTER, NY, 14605",2006-06-07T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,37,25-44
-77.60378635099994,43.172058912000068,2077,9ab8e9e9c586678e8a75db98e7443e76,06-161988,"9 HENRY ST, ROCHESTER, NY, 14605",2006-06-07T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.58999825799998,43.183296901000062,2078,95e7ce252d2a5a6994557c669de46d41,06-160561,"158 BARBERRY TER, ROCHESTER, NY, 14621",2006-06-05T22:00:00.000Z,6,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,37,25-44
-77.639323794999939,43.17619910600007,2079,01dc187e662b9ca9fc52f7e6f667ab51,06-155780,"620 DEWEY AVE, ROCHESTER, NY, 14613",2006-06-02T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.617178327999966,43.17196900600004,2080,0e2654d06ff1140dbe661d477b158b13,06-155801,"24 HAWKINS ST, ROCHESTER, NY, 14605",2006-06-02T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,19,15-24
-77.638642542999946,43.184652745000051,2081,c617ed589ba45d6572e47cff41bd8c73,06-156677,"1030 DEWEY AVE, ROCHESTER, NY, 14613",2006-06-02T22:00:00.000Z,5,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,39,25-44
-77.638642542999946,43.184652745000051,2082,f462e7b26d04b513354a53f95fb4898a,06-156755,"1030 DEWEY AVE, ROCHESTER, NY, 14613",2006-06-02T22:00:00.000Z,5,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,17,15-24
-77.592307643999959,43.181799975000047,2083,1194d2d8cca87c2e81a00d47e535096e,06-149983,"242 ROYCROFT DR, ROCHESTER, NY, 14621",2006-05-28T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.624502761999963,43.147972692000053,2084,1a8cb43bd77a670c20399f219467cebb,06-150401,"338 TREMONT ST, ROCHESTER, NY, 14608",2006-05-28T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,48,45-OLDER
-77.592372477999959,43.182302675000074,2085,429288c339adb8f80aa895a8827f17e8,06-149974,"242 DURNAN ST, ROCHESTER, NY, 14621",2006-05-28T22:00:00.000Z,5,2006,HOMICIDE,NO,MALE,BLACK,HISPANIC,22,15-24
-77.612799833999986,43.185594554000033,2086,e424c8e068bdc35cbf3067cf18c33d94,06-146631,"31 GENEVA ST, ROCHESTER, NY, 14621",2006-05-25T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,43,25-44
-77.570699213999944,43.174952555000061,2087,27587ae8b7ba17832a2b527b0dfe1bde,06-145953,"198 MORTON ST, ROCHESTER, NY, 14609",2006-05-24T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,20,15-24
-77.609027124999955,43.167154517000029,2088,4de3f92c21bbd67896a22351d7b3a003,06-145869,"39 KELLY ST, ROCHESTER, NY, 14605",2006-05-24T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,56,45-OLDER
-77.61065002,43.165408317000072,2089,32082aa82e84b1a53e22a9c8d0407e13,06-141494,"427 N CLINTON AVE, ROCHESTER, NY, 14605",2006-05-20T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.630655402999935,43.13900668000008,2090,3353aa5972bf42bf039cd94c98203f7b,06-141130,"56 SHELTER ST, ROCHESTER, NY, 14611",2006-05-20T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.593919549999953,43.164453275000028,2091,367431fc086674c6084c21e6b6a46153,06-140888,"190 LEWIS ST, ROCHESTER, NY, 14605",2006-05-20T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.638605446999975,43.18332941400007,2092,877ee3da10e793bc1c3203734fd6fcc6,06-147513,"960 DEWEY AVE, ROCHESTER, NY, 14613",2006-05-19T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.617597591999981,43.177642922000075,2093,ce49eff675efbfe338dc3fc2b0be0895,06-139793,"255 AVENUE A, ROCHESTER, NY, 14621",2006-05-19T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.5858496,43.175430666000068,2094,cdadd07695305793bf387183dbd5e596,06-138586,"1363 CLIFFORD AVE, ROCHESTER, NY, 14605",2006-05-18T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.580438494999953,43.163493531000029,2095,83810ffdefdb38b68178a6b8fd61e0a6,06-138195,"263 GARSON AVE, ROCHESTER, NY, 14609",2006-05-17T22:00:00.000Z,5,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,18,15-24
-77.580438494999953,43.163493531000029,2096,88088576b4de2ddedfa004df1b0a4a30,06-161461,"263 GARSON AVE, ROCHESTER, NY, 14609",2006-05-17T22:00:00.000Z,5,2006,SHOOTING,YES,MALE,BLACK,NON HISPANIC,25,25-44
-77.635406452999973,43.135218764000058,2097,7f603692450a678e59910062d4900e3e,06-135245,"100 SAWYER ST, ROCHESTER, NY, 14611",2006-05-15T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.575583043999984,43.177451260000055,2098,9c5d2a1d5c41dd1e688806fb46627902,06-133752,"1250 N GOODMAN ST, ROCHESTER, NY, 14609",2006-05-14T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,WHITE,NON HISPANIC,50,45-OLDER
-77.621544256999982,43.172853871000029,2099,933439cd148b9b4e20ad1680643fc06a,06-131584,"9 DURGIN ST, ROCHESTER, NY, 14605",2006-05-12T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,WHITE,HISPANIC,32,25-44
-77.585608482999987,43.191546204000076,2100,298ed9059077ff28819a8b85e36c37ec,06-131400,"1425 PORTLAND AVE, ROCHESTER, NY, 14621",2006-05-11T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.624278406999963,43.184836390000044,2101,44d522869aecc5dc748797a8628ae967,06-129651,"1564 ST PAUL ST, ROCHESTER, NY, 14621",2006-05-10T22:00:00.000Z,5,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,51,45-OLDER
-77.648149951999983,43.146136642000045,2102,0f32fcb5d2ef95374836b0b0b0ade6dc,06-129280,"431 CHILI AVE, ROCHESTER, NY, 14611",2006-05-09T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.636275755999975,43.146438716000034,2103,17da24b9cde253a8c12b2dcd8bf5aba5,06-127956,"191 GENESEE ST, ROCHESTER, NY, 14611",2006-05-08T22:00:00.000Z,5,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,44,25-44
-77.607123563999949,43.174811348000048,2104,5a7610fdf2f72cff74cf43a93c1c46b1,06-123411,"580 JOSEPH AVE, ROCHESTER, NY, 14621",2006-05-04T22:00:00.000Z,4,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.659942253999986,43.151822438000067,2105,cbd1a69af3f2b2d6723028b13fb921ea,06-122547,"MT READ BLVD, ROCHESTER, NY, 14611",2006-05-04T22:00:00.000Z,4,2006,SHOOTING,NO,MALE,WHITE,NON HISPANIC,19,15-24
-77.60261401799994,43.171343790000037,2106,daebc5401464ca011b676672ba6dae76,06-122508,"578 UPPER FALLS BLVD, ROCHESTER, NY, 14605",2006-05-04T22:00:00.000Z,4,2006,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.637717279999947,43.179172075000054,2107,652326444528a3449efdd5009aa6d64c,06-122282,"301 LEXINGTON AVE, ROCHESTER, NY, 14613",2006-05-03T22:00:00.000Z,4,2006,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,20,15-24
